python-pip 20.1-1
python-ply 3.11-5
python-progress 1.5-3
python-psutil 5.7.0-1
python-pycparser 2.20-1
python-pygments 2.6.1-2
python-pyhamcrest 1.9.0-5
python-pykka 2.0.2-1
python-pyparsing 2.4.7-1
python-pyspotify 2.1.3-1
python-pytoml 0.1.21-3
python-requests 2.24.0-1
python-resolvelib 0.4.0-1
python-retrying 1.3.3-7
python-setuptools 1:47.3.1-1
python-six 1.15.0-1
python-soupsieve 1.9.5-2
python-toml 0.10.1-1
python-tornado 6.0.4-1
python-twisted 20.3.0-1
python-ueberzug 18.1.5-1
python-urllib3 1.25.9-1
python-urwid 2.1.0-2
python-urwidtrees 1.0.2-5
python-webencodings 0.5.1-4
python-xlib 0.27-1
python-zope-interface 5.1.0-1
python2 2.7.18-1
qemu 5.0.0-7
qt5-base 5.15.0-3
qt5-declarative 5.15.0-1
qt5-location 5.15.0-1
qt5-svg 5.15.0-1
qt5-tools 5.15.0-2
qt5-webchannel 5.15.0-1
qt5-webengine 5.15.0-2
qt5-websockets 5.15.0-1
ranger 1.9.3-1
raptor 2.0.15-13
re2 1:20200601-1
readline 8.0.004-1
redis 6.0.5-1
redshift 1.12-3
refind 0.12.0-6
remacs 1:0.1-1
rest 0.8.1-3
rhash 1.3.9-2
ripgrep 12.1.1-1
rofi 1.5.4-1
rsync 3.1.3-3
rtkit 0.13-1
rubberband 1.8.2-3
ruby 2.7.1-2
ruby-irb 1.2.4-1
ruby-reline 0.1.4-1
rubygems 3.1.3-1
run-parts 4.8.6.1-2
runc 1.0.0rc90-1
rustup 1.21.1-5
sbc 1.4-2
screen 4.8.0-1
scrot 1.3-1
sdl2 2.0.12-1
seabios 1.13.0-2
seahorse 1:3.36.2-1
sed 4.8-1
semver 7.3.2-1
sfml 2.5.1-2
sgml-common 0.6.3-7
shaderc 2020.0-1
shadow 4.8.1-1
shared-mime-info 2.0+1+g6bf9e4f-2
signal-desktop 1.34.2-1
slang 2.3.2-2
slop 7.5-3
smbclient 4.12.3-1
snappy 1.1.8-1
sndio 1.6.0-1
sound-theme-freedesktop 0.8-4
speex 1.2.0-3
speexdsp 1.2.0-2
spice 0.14.3-2
spicetify-cli 0.9.8-1
spirv-tools 2020.2-1
spotify 1:1.1.10.546-4
spotify-tui 0.15.0-1
spotifyd 0.2.24-1
sqlite 3.32.3-1
srt 1.4.1-2
stack 2.3.1-47
starship 0.30.1-1
startup-notification 0.12-7
stfl 0.24-4
stow 2.3.1-2
sudo 1.9.1-1
suitesparse 5.7.2-1
supercollider 3.11.0-4
sxhkd 0.6.1-1
syncthing 1.5.0-1
sysfsutils 2.1.0-11
systemd 245.6-7
systemd-libs 245.6-7
systemd-sysvcompat 245.6-7
t1lib 5.1.2-8
taglib 1.11.1-4
talloc 2.3.1-2
tar 1.32-3
task 2.5.1-2
tcl 8.6.10-2
tdb 1.4.3-2
teams 1.3.00.958-1
terminator 1.92-2
terminus-font 4.48-1
termite 15-1
termite-ranger-fix-terminfo-git 1:10.152.ga3a888c-1
tevent 1:0.10.2-1
texinfo 6.7-3
texlive-bibtexextra 2020.55376-1
texlive-bin 2020.54586-3
texlive-core 2020.55416-1
texlive-fontsextra 2020.55407-1
texlive-formatsextra 2020.54498-1
texlive-games 2020.55271-1
texlive-humanities 2020.55389-1
texlive-latexextra 2020.55418-1
texlive-music 2020.54758-2
texlive-pictures 2020.55342-1
texlive-pstricks 2020.55289-1
texlive-publishers 2020.55415-1
texlive-science 2020.55390-1
thin-provisioning-tools 0.8.5-3
thunar 1.8.15-1
tlp 1.3.1-2
tmux 3.1_b-1
todoist-git r271.ef5aa3d-1
trizen 1:1.61-1
tslib 1.21-2
tt-rss 2:r9913.ac17ded85-1
ttf-dejavu 2.37+18+g9b5d1b2f-1
ttf-fira-code 5.2-1
ttf-font-awesome 5.13.1-1
ttf-liberation 2.1.1-1
twolame 0.4.0-2
typespeed 0.6.5-8
tzdata 2020a-1
uchardet 0.0.7-1
unclutter 1:1.5-1
unibilium 2.1.0-2
unzip 6.0-14
usbredir 0.8.0-1
usbutils 012-2
util-linux 2.35.2-1
v4l-utils 1.20.0-1
vala 0.48.6-1
valgrind 3.15.0+269+gd772e2599-1
vamp-plugin-sdk 2.10.0-1
vbam-wx 2.1.4-1
vde2 2.3.2-14
vi 1:070224-4
vid.stab 1.1-3
vim 8.2.0814-2
vim-language-server 1.4.2-1
vim-runtime 8.2.0814-2
virglrenderer 0.8.2-1
vit 1.3-1
vmaf 1.5.1-1
vte-common 0.60.3-1
vte3-ng 0.58.2.a-1
vulkan-icd-loader 1.2.141-1
w3m 0.5.3.git20200507-1
wavpack 5.3.0-1
wayland 1.18.0-2
wayland-docs 1.18.0-2
wayland-protocols 1.20-1
webkit2gtk 2.28.2-2
webrtc-audio-processing 0.3.1-2
wget 1.20.3-3
which 2.21-5
wireless_tools 30.pre9-3
wmctrl 1.07-5
wmutils-git 1.5.r5.g2a8ee9d-1
woff2 1.0.2-3
wpa_supplicant 2:2.9-7
wpebackend-fdo 1.6.1-1
wxgtk-common 3.0.5.1-1
wxgtk2 3.0.5.1-1
wxgtk3 3.0.5.1-1
x264 3:0.159.r2999.296494a-1
x265 3.4-1
xapian-core 1:1.4.16-1
xaw3d 1.6.3-2
xcape 1.2-3
xcb-proto 1.14-1
xcb-util 0.4.0-3
xcb-util-cursor 0.1.3-3
xcb-util-image 0.4.0-3
xcb-util-keysyms 0.4.0-3
xcb-util-renderutil 0.3.9-3
xcb-util-wm 0.4.1-3
xcb-util-xrm 1.3-2
xclip 0.13-3
xcolor 0.4.0-1
xdg-dbus-proxy 0.1.2-2
xdg-utils 1.1.3+19+g9816ebb-1
xdo 0.5.7-2
xdotool 3.20160805.1-2
xf86-input-libinput 0.30.0-1
xfconf 4.14.3-1
xkeyboard-config 2.30-2
xmlto 0.0.28-4
xorg-bdftopcf 1.1-2
xorg-font-util 1.3.2-2
xorg-font-utils 7.6-6
xorg-fonts-encodings 1.0.5-2
xorg-mkfontscale 1.2.1-2
xorg-server 1.20.8-2
xorg-server-common 1.20.8-2
xorg-server-xephyr 1.20.8-2
xorg-setxkbmap 1.3.2-2
xorg-xauth 1.1-2
xorg-xev 1.2.3-2
xorg-xinit 1.4.1-2
xorg-xinput 1.6.3-2
xorg-xkbcomp 1.4.3-1
xorg-xkill 1.0.5-2
xorg-xmodmap 1.0.10-2
xorg-xprop 1.2.4-2
xorg-xrandr 1.5.1-2
xorg-xrdb 1.2.0-2
xorg-xset 1.2.4-2
xorg-xsetroot 1.1.2-2
xorg-xwininfo 1.1.5-2
xorgproto 2020.1-1
xpad 5.4.0-1
xsel 1.2.0.20190821-1
xst-git 20190916.23e12ac-1
xtitle 0.4.4-2
xvidcore 1.3.7-2
xvkbd 3.8-1
xz 5.2.5-1
yajl 2.1.0-3
yaml-cpp 0.6.3-2
yarn 1.22.4-1
youtube-dl 2020.06.16.1-1
zathura 0.4.5-1
zathura-pdf-poppler 0.3.0-1
zenity 3.32.0+17+gfb0938f-2
zeromq 4.3.2-1
zip 3.0-9
zita-alsa-pcmi 0.3.2-3
zita-resampler 1.6.2-3
zlib 1:1.2.11-4
zsh 5.8-1
zstd 1.4.5-1
zziplib 0.13.71-1
